Trip_ID,City,Country,Region,Latitude,Longitude,Currency,Travel_Date,Duration_Days,No_of_Travelers,Budget_Per_Person_USD,Total_Budget_USD,Travel_Type,Airline,Accommodation_Type,Season,Transport_Mode,Visa_Type,Rating,Trip_Purpose,Distance_KM
TRIP-013292,Nairobi,Kenya,Africa,-1.2921,36.8219,KES,02-03-2024,24,10,244.27,2442.7,Budget,Thai Airways,Resort,Winter,Train,On Arrival,3.5,Sightseeing,5706.8
TRIP-013293,Bali,Indonesia,Asia,-8.3405,115.092,IDR,04-02-2024,23,10,8686.88,86868.8,Group Tour,Emirates,Guest House,Winter,Motorbike,E-Visa,1.5,Food Tour,1965.6
TRIP-013294,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,12-01-2024,1,8,1522.27,12178.16,Backpacking,Korean Air,Hostel,Winter,Train,Visa Free,1,Diving,9420.1
TRIP-013295,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,17-08-2022,18,5,8677.43,43387.15,Adventure,Thai Airways,Guest House,Winter,Car Rental,E-Visa,2.5,Skiing,4926
TRIP-013296,Rome,Italy,Europe,41.9028,12.4964,EUR,17-06-2020,3,5,6609.18,33045.9,Honeymoon,Emirates,Hostel,Summer,Cruise,Tourist Visa,2,Beach,1164.1
TRIP-013297,Budapest,Hungary,Europe,47.4979,19.0402,HUF,20-02-2019,29,7,5297.09,37079.63,Leisure,Cathay Pacific,Airbnb,Summer,Car Rental,E-Visa,1.5,Sightseeing,3718.1
TRIP-013298,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,14-11-2023,15,9,7527.14,67744.26,Solo,ANA,Boutique Hotel,Autumn,Bus,On Arrival,1,Shopping,7625.1
TRIP-013299,Madrid,Spain,Europe,40.4168,-3.7038,EUR,12-03-2021,14,3,6874.05,20622.15,Honeymoon,Air France,3-Star Hotel,Summer,Cruise,Tourist Visa,4,Food Tour,10092.9
TRIP-013300,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,29-07-2024,5,8,9341.22,74729.76,Family,British Airways,4-Star Hotel,Summer,Car Rental,Business Visa,2.5,Diving,3979.5
TRIP-013301,Rome,Italy,Europe,41.9028,12.4964,EUR,22-03-2024,13,8,1706.14,13649.12,Solo,Air India,Hostel,Summer,Car Rental,E-Visa,3.5,Shopping,13800
TRIP-013302,Lahore,Pakistan,Asia,31.5204,74.3587,PKR,26-08-2023,6,1,296.35,296.35,Backpacking,Singapore Airlines,3-Star Hotel,Summer,Car Rental,Tourist Visa,1,Photography,6952
TRIP-013303,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,12-12-2023,25,9,4257.49,38317.41,Leisure,Cathay Pacific,Airbnb,Summer,Car Rental,Tourist Visa,4.5,Wildlife Safari,8018.5
TRIP-013304,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,19-10-2018,27,2,2611.76,5223.52,Leisure,Emirates,Guest House,Autumn,Motorbike,On Arrival,5,Hiking,3667.6
TRIP-013305,Tel Aviv,Israel,Middle East,32.0853,34.7818,ILS,07-07-2021,12,6,4730.81,28384.86,Budget,Air India,Homestay,Summer,Train,On Arrival,2,Cultural,10082.4
TRIP-013306,London,UK,Europe,51.5074,-0.1278,GBP,30-05-2019,2,1,4818.78,4818.78,Adventure,Cathay Pacific,Camping,Winter,Train,On Arrival,3.5,Beach,11656.5
TRIP-013307,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,08-08-2019,14,5,7090.52,35452.6,Group Tour,Emirates,Resort,Spring,Train,Transit Visa,3,Cultural,13249.8
TRIP-013308,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,12-11-2021,28,1,7650.15,7650.15,Adventure,ANA,Airbnb,Spring,Cruise,Transit Visa,3,Cultural,12611.2
TRIP-013309,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,18-01-2020,12,10,8630.01,86300.1,Backpacking,Thai Airways,4-Star Hotel,Autumn,Bicycle,Visa Free,3,Skiing,6511.3
TRIP-013310,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,01-12-2019,4,8,9618.04,76944.32,Business,Air France,Camping,Spring,Car Rental,Business Visa,2,Photography,5069.4
TRIP-013311,Madrid,Spain,Europe,40.4168,-3.7038,EUR,12-06-2022,7,6,2298.89,13793.34,Solo,Turkish Airlines,Homestay,Winter,Cruise,Business Visa,1,Shopping,5463.5
TRIP-013312,Mumbai,India,Asia,19.076,72.8777,INR,20-01-2021,21,2,1174.83,2349.66,Honeymoon,Singapore Airlines,Resort,Autumn,Motorbike,Tourist Visa,4.5,Diving,5482.1
TRIP-013313,Cusco,Peru,South America,-13.5319,-71.9675,PEN,15-05-2018,15,4,7313.76,29255.04,Leisure,British Airways,Airbnb,Summer,Flight,Transit Visa,4.5,Photography,14467
TRIP-013314,Rome,Italy,Europe,41.9028,12.4964,EUR,11-06-2021,13,2,1182.57,2365.14,Luxury,ANA,3-Star Hotel,Spring,Walking Tour,Visa Free,3.5,Shopping,5311.6
TRIP-013315,Madrid,Spain,Europe,40.4168,-3.7038,EUR,08-01-2019,17,8,9735.07,77880.56,Luxury,Emirates,Boutique Hotel,Autumn,Bus,Visa Free,1,Wildlife Safari,13242.4
TRIP-013316,Amsterdam,Netherlands,Europe,52.3676,4.9041,EUR,15-09-2023,19,1,1418.81,1418.81,Leisure,British Airways,Resort,Winter,Train,On Arrival,4,Beach,7460.8
TRIP-013317,Quito,Ecuador,South America,-0.1807,-78.4678,USD,29-03-2022,9,6,8279,49674,Backpacking,Qatar Airways,Guest House,Summer,Bicycle,Tourist Visa,3,Food Tour,2477.3
TRIP-013318,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,14-08-2023,27,10,4277.1,42771,Honeymoon,Air India,Homestay,Spring,Walking Tour,Transit Visa,3,Wildlife Safari,6434.4
TRIP-013319,San Francisco,USA,North America,37.7749,-122.4194,USD,02-03-2021,8,4,7602.64,30410.56,Luxury,IndiGo,4-Star Hotel,Autumn,Bicycle,Visa Free,4.5,Hiking,1865.9
TRIP-013320,Hong Kong,China,Asia,22.3193,114.1694,HKD,02-11-2021,29,7,1125.75,7880.25,Leisure,Singapore Airlines,Homestay,Winter,Flight,Transit Visa,2,Wildlife Safari,5135.2
TRIP-013321,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,22-08-2019,23,2,9001.2,18002.4,Backpacking,Turkish Airlines,Hostel,Winter,Car Rental,Tourist Visa,4.5,Skiing,11642.2
TRIP-013322,Santiago,Chile,South America,-33.4489,-70.6693,CLP,17-07-2022,22,7,3516.61,24616.27,Luxury,Lufthansa,3-Star Hotel,Summer,Car Rental,Visa Free,2,Beach,885.7
TRIP-013323,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,11-02-2021,11,9,7274.93,65474.37,Budget,Thai Airways,3-Star Hotel,Winter,Motorbike,Business Visa,1,Sightseeing,5248.2
TRIP-013324,Montreal,Canada,North America,45.5017,-73.5673,CAD,28-01-2022,8,7,1446.88,10128.16,Budget,Emirates,Hostel,Autumn,Flight,On Arrival,2,Cultural,1302.9
TRIP-013325,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,05-08-2024,4,5,4864.91,24324.55,Family,Emirates,Boutique Hotel,Autumn,Flight,Business Visa,3,Wildlife Safari,1291.7
TRIP-013326,Seoul,South Korea,Asia,37.5665,126.978,KRW,03-11-2022,11,7,8384.83,58693.81,Business,ANA,Resort,Spring,Cruise,E-Visa,4,Diving,113.9
TRIP-013327,Tokyo,Japan,Asia,35.6762,139.6503,JPY,21-06-2018,10,4,847.94,3391.76,Luxury,United,Guest House,Spring,Bicycle,E-Visa,3.5,Beach,1997.2
TRIP-013328,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,11-03-2021,4,9,9724.35,87519.15,Leisure,Delta,5-Star Hotel,Spring,Bus,On Arrival,1.5,Food Tour,11474.6
TRIP-013329,Oslo,Norway,Europe,59.9139,10.7522,NOK,16-09-2022,20,5,5676.95,28384.75,Leisure,Lufthansa,Boutique Hotel,Spring,Motorbike,Business Visa,5,Diving,253.4
TRIP-013330,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,31-10-2023,15,3,5158.4,15475.2,Leisure,Qatar Airways,Resort,Winter,Walking Tour,Business Visa,2,Photography,12667.3
TRIP-013331,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,26-01-2023,16,9,1273.18,11458.62,Adventure,British Airways,Camping,Summer,Motorbike,On Arrival,2,Wildlife Safari,3821.8
TRIP-013332,Karachi,Pakistan,Asia,24.8607,67.0011,PKR,19-05-2024,29,6,7888.81,47332.86,Leisure,United,Airbnb,Spring,Walking Tour,Business Visa,2.5,Hiking,4538.7
TRIP-013333,Dubai,UAE,Middle East,25.2048,55.2708,AED,26-09-2020,12,7,2927.27,20490.89,Budget,ANA,Hostel,Winter,Car Rental,Tourist Visa,2,Shopping,11180.6
TRIP-013334,Cairo,Egypt,Africa,30.0444,31.2357,EGP,21-02-2018,3,5,6434.8,32174,Business,Cathay Pacific,Camping,Summer,Motorbike,Visa Free,2.5,Diving,5199.3
TRIP-013335,Nairobi,Kenya,Africa,-1.2921,36.8219,KES,03-09-2018,13,4,9462.11,37848.44,Group Tour,Emirates,Hostel,Spring,Walking Tour,Business Visa,3.5,Food Tour,3651.7
TRIP-013336,Chiang Mai,Thailand,Asia,18.7883,98.9853,THB,28-07-2020,8,6,8422.11,50532.66,Group Tour,Delta,Boutique Hotel,Autumn,Motorbike,On Arrival,5,Sightseeing,1916.2
TRIP-013337,Cusco,Peru,South America,-13.5319,-71.9675,PEN,24-08-2023,4,5,7879.18,39395.9,Honeymoon,Singapore Airlines,4-Star Hotel,Winter,Flight,Tourist Visa,4,Food Tour,10031.7
TRIP-013338,Cusco,Peru,South America,-13.5319,-71.9675,PEN,23-11-2018,19,3,4511.88,13535.64,Solo,Emirates,Camping,Autumn,Car Rental,Visa Free,1,Wildlife Safari,10226.4
TRIP-013339,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,02-05-2022,16,2,6665.93,13331.86,Honeymoon,Delta,Hostel,Autumn,Motorbike,Tourist Visa,4.5,Skiing,1366.5
TRIP-013340,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,07-12-2022,29,10,9099.38,90993.8,Luxury,Thai Airways,Guest House,Winter,Walking Tour,Tourist Visa,5,Beach,8503.7
TRIP-013341,Dubai,UAE,Middle East,25.2048,55.2708,AED,06-08-2022,6,8,1580.33,12642.64,Family,Cathay Pacific,Homestay,Summer,Bicycle,Business Visa,4,Hiking,4725.8
TRIP-013342,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,17-10-2018,9,6,3708.48,22250.88,Business,Lufthansa,Camping,Autumn,Walking Tour,Transit Visa,2,Cultural,8102.5
TRIP-013343,Cartagena,Colombia,South America,10.391,-75.4794,COP,31-12-2024,14,3,2677.17,8031.51,Family,Thai Airways,5-Star Hotel,Spring,Bicycle,E-Visa,2,Wildlife Safari,8055.5
TRIP-013344,Lima,Peru,South America,-12.0464,-77.0428,PEN,09-12-2018,17,5,5109.46,25547.3,Family,Delta,Hostel,Autumn,Motorbike,Business Visa,4,Cultural,3523.1
TRIP-013345,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,19-11-2023,8,10,9915.03,99150.3,Luxury,Cathay Pacific,4-Star Hotel,Summer,Bus,Visa Free,1.5,Photography,10396.8
TRIP-013346,Cape Town,South Africa,Africa,-33.9249,18.4241,ZAR,24-11-2024,28,8,577.6,4620.8,Honeymoon,Singapore Airlines,Airbnb,Winter,Walking Tour,Transit Visa,4.5,Photography,4268.2
TRIP-013347,Manila,Philippines,Asia,14.5995,120.9842,PHP,08-10-2020,26,2,5121.28,10242.56,Adventure,British Airways,4-Star Hotel,Spring,Train,Visa Free,4.5,Wildlife Safari,6474.1
TRIP-013348,Venice,Italy,Europe,45.4408,12.3155,EUR,27-07-2018,10,9,2888.52,25996.68,Business,Turkish Airlines,Camping,Autumn,Motorbike,Visa Free,3,Shopping,14673.3
TRIP-013349,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,20-01-2023,21,4,450.52,1802.08,Backpacking,Air France,3-Star Hotel,Winter,Motorbike,On Arrival,4.5,Sightseeing,8306.6
TRIP-013350,Phnom Penh,Cambodia,Asia,11.5564,104.9282,KHR,22-09-2019,16,3,4160.2,12480.6,Family,Lufthansa,Guest House,Winter,Flight,Business Visa,3.5,Skiing,4649.6
TRIP-013351,Berlin,Germany,Europe,52.52,13.405,EUR,26-05-2021,5,5,5061.12,25305.6,Solo,IndiGo,Resort,Summer,Bicycle,On Arrival,4.5,Sightseeing,13747.5
TRIP-013352,Phuket,Thailand,Asia,7.8804,98.3923,THB,05-06-2023,27,5,3058.59,15292.95,Group Tour,ANA,Airbnb,Spring,Walking Tour,Visa Free,5,Sightseeing,7379.9
TRIP-013353,Berlin,Germany,Europe,52.52,13.405,EUR,14-01-2024,29,3,8820.58,26461.74,Luxury,Cathay Pacific,Resort,Summer,Train,Tourist Visa,4,Cultural,7940.9
TRIP-013354,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,15-10-2021,14,10,3735.19,37351.9,Adventure,United,Homestay,Summer,Train,E-Visa,4.5,Photography,8397.8
TRIP-013355,Athens,Greece,Europe,37.9838,23.7275,EUR,06-01-2021,6,9,506.5,4558.5,Honeymoon,Korean Air,Resort,Autumn,Bicycle,Business Visa,2.5,Hiking,12406.4
TRIP-013356,Miami,USA,North America,25.7617,-80.1918,USD,08-11-2019,9,1,7169.99,7169.99,Group Tour,Thai Airways,Hostel,Summer,Cruise,Visa Free,3.5,Food Tour,10486.4
TRIP-013357,Paris,France,Europe,48.8566,2.3522,EUR,13-01-2021,18,10,9692.57,96925.7,Backpacking,Singapore Airlines,Airbnb,Autumn,Bus,E-Visa,2.5,Diving,4094.6
TRIP-013358,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,06-01-2021,13,8,6341.55,50732.4,Family,Emirates,Homestay,Summer,Walking Tour,Transit Visa,3.5,Photography,12786.3
TRIP-013359,Madrid,Spain,Europe,40.4168,-3.7038,EUR,20-07-2021,8,2,9307.14,18614.28,Honeymoon,Singapore Airlines,Boutique Hotel,Summer,Motorbike,Transit Visa,4.5,Food Tour,14795
TRIP-013360,Almaty,Kazakhstan,Asia,43.222,76.8512,KZT,02-06-2019,22,2,8897.34,17794.68,Luxury,Cathay Pacific,5-Star Hotel,Summer,Walking Tour,On Arrival,3,Sightseeing,2884.8
TRIP-013361,Riyadh,Saudi Arabia,Middle East,24.7136,46.6753,SAR,11-06-2022,4,9,1900.45,17104.05,Budget,Air France,Homestay,Summer,Flight,Tourist Visa,3,Shopping,12427.2
TRIP-013362,Krakow,Poland,Europe,50.0647,19.945,PLN,11-11-2019,13,7,7210.69,50474.83,Business,Delta,Resort,Spring,Train,E-Visa,1,Skiing,13776.8
TRIP-013363,Copenhagen,Denmark,Europe,55.6761,12.5683,DKK,03-12-2020,14,1,4690.5,4690.5,Budget,Delta,4-Star Hotel,Winter,Train,E-Visa,5,Cultural,7782.3
TRIP-013364,Osaka,Japan,Asia,34.6937,135.5023,JPY,03-05-2024,13,5,9284.45,46422.25,Budget,Qatar Airways,Boutique Hotel,Summer,Train,Transit Visa,3.5,Beach,8851.1
TRIP-013365,Singapore,Singapore,Asia,1.3521,103.8198,SGD,01-10-2022,17,4,2959.76,11839.04,Honeymoon,Korean Air,5-Star Hotel,Spring,Car Rental,Tourist Visa,4.5,Shopping,4728.3
TRIP-013366,Doha,Qatar,Middle East,25.2854,51.531,QAR,25-08-2021,12,7,6484.31,45390.17,Leisure,Air France,Airbnb,Summer,Car Rental,On Arrival,2.5,Sightseeing,1543
TRIP-013367,Stockholm,Sweden,Europe,59.3293,18.0686,SEK,20-02-2021,30,4,5338.56,21354.24,Luxury,Thai Airways,Airbnb,Winter,Bicycle,On Arrival,4,Photography,10334
TRIP-013368,Vienna,Austria,Europe,48.2082,16.3738,EUR,26-09-2019,19,5,7751.17,38755.85,Adventure,British Airways,4-Star Hotel,Spring,Motorbike,Business Visa,4,Sightseeing,9324.6
TRIP-013369,Cusco,Peru,South America,-13.5319,-71.9675,PEN,11-02-2018,20,10,7522.73,75227.3,Honeymoon,Air India,Homestay,Winter,Bus,E-Visa,2,Beach,8570
TRIP-013370,Dar es Salaam,Tanzania,Africa,-6.7924,39.2083,TZS,26-07-2020,13,9,7674.62,69071.58,Luxury,United,Guest House,Autumn,Bus,Visa Free,1,Diving,10944.3
TRIP-013371,Addis Ababa,Ethiopia,Africa,9.032,38.7469,ETB,18-09-2022,30,8,2905.46,23243.68,Backpacking,Turkish Airlines,4-Star Hotel,Winter,Motorbike,On Arrival,2.5,Sightseeing,5367.5
TRIP-013372,Dublin,Ireland,Europe,53.3498,-6.2603,EUR,29-11-2021,30,2,5958.23,11916.46,Luxury,Korean Air,3-Star Hotel,Winter,Walking Tour,On Arrival,3.5,Cultural,1190.2
TRIP-013373,Prague,Czech Republic,Europe,50.0755,14.4378,CZK,21-10-2021,5,9,200.43,1803.87,Leisure,Cathay Pacific,Homestay,Autumn,Bus,E-Visa,5,Skiing,12820.7
TRIP-013374,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,03-10-2018,3,1,9376.29,9376.29,Leisure,United,5-Star Hotel,Spring,Cruise,Transit Visa,3.5,Shopping,12203.3
TRIP-013375,Bali,Indonesia,Asia,-8.3405,115.092,IDR,08-08-2020,11,9,5242.76,47184.84,Group Tour,Qatar Airways,5-Star Hotel,Autumn,Bus,On Arrival,3,Food Tour,2272.1
TRIP-013376,Las Vegas,USA,North America,36.1699,-115.1398,USD,13-12-2020,25,3,3631.6,10894.8,Luxury,Qatar Airways,3-Star Hotel,Autumn,Train,E-Visa,2,Cultural,1908.6
TRIP-013377,London,UK,Europe,51.5074,-0.1278,GBP,13-01-2019,30,3,5486.46,16459.38,Leisure,Qatar Airways,Boutique Hotel,Winter,Bicycle,Visa Free,5,Wildlife Safari,6783.7
TRIP-013378,Stockholm,Sweden,Europe,59.3293,18.0686,SEK,03-12-2023,22,10,1009.77,10097.7,Leisure,Air France,Resort,Spring,Cruise,E-Visa,4,Shopping,6047
TRIP-013379,Shanghai,China,Asia,31.2304,121.4737,CNY,29-01-2020,11,9,3443.28,30989.52,Budget,IndiGo,3-Star Hotel,Spring,Train,Visa Free,2.5,Shopping,3424.3
TRIP-013380,Edinburgh,UK,Europe,55.9533,-3.1883,GBP,02-10-2022,2,3,5990.45,17971.35,Adventure,IndiGo,Airbnb,Autumn,Walking Tour,Visa Free,1.5,Cultural,4438.1
TRIP-013381,Barcelona,Spain,Europe,41.3851,2.1734,EUR,14-08-2021,20,6,1474.35,8846.1,Solo,Qatar Airways,3-Star Hotel,Autumn,Walking Tour,Business Visa,1,Sightseeing,3232.9
TRIP-013382,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,13-10-2020,17,4,1154.65,4618.6,Business,Emirates,3-Star Hotel,Summer,Car Rental,Business Visa,1,Food Tour,2954.7
TRIP-013383,Lagos,Nigeria,Africa,6.5244,3.3792,NGN,20-06-2018,5,7,8760.44,61323.08,Luxury,Qatar Airways,Hostel,Spring,Walking Tour,Business Visa,2,Hiking,9386.6
TRIP-013384,Amsterdam,Netherlands,Europe,52.3676,4.9041,EUR,27-02-2021,27,5,6603.68,33018.4,Family,ANA,Boutique Hotel,Autumn,Bus,Business Visa,4,Shopping,7382.6
TRIP-013385,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,07-12-2019,8,10,7124.03,71240.3,Business,Korean Air,Hostel,Spring,Bicycle,Visa Free,5,Skiing,9387.1
TRIP-013386,Zurich,Switzerland,Europe,47.3769,8.5417,CHF,17-08-2024,28,7,9221.72,64552.04,Adventure,Air India,Camping,Autumn,Bicycle,Visa Free,3,Hiking,5550.1
TRIP-013387,Sao Paulo,Brazil,South America,-23.5505,-46.6333,BRL,01-08-2024,30,7,9505.63,66539.41,Honeymoon,ANA,Resort,Autumn,Car Rental,Tourist Visa,1,Beach,1431.1
TRIP-013388,Havana,Cuba,North America,23.1136,-82.3666,CUP,14-02-2020,23,9,8770.77,78936.93,Group Tour,Singapore Airlines,4-Star Hotel,Summer,Bus,Transit Visa,5,Shopping,12235.4
TRIP-013389,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,11-09-2022,27,8,3353.59,26828.72,Backpacking,Thai Airways,Resort,Summer,Bicycle,On Arrival,2,Shopping,4618.2
TRIP-013390,Accra,Ghana,Africa,5.6037,-0.187,GHS,27-03-2024,28,2,3704.48,7408.96,Luxury,Emirates,Camping,Spring,Bicycle,Business Visa,2.5,Sightseeing,1339.5
TRIP-013391,Yangon,Myanmar,Asia,16.8661,96.1951,MMK,15-04-2021,19,4,3254.13,13016.52,Leisure,United,Airbnb,Spring,Walking Tour,On Arrival,1,Wildlife Safari,8020.3
TRIP-013392,Shanghai,China,Asia,31.2304,121.4737,CNY,30-05-2024,10,8,3459.92,27679.36,Honeymoon,IndiGo,Camping,Autumn,Motorbike,E-Visa,5,Skiing,12003.9
TRIP-013393,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,16-02-2024,10,2,2688.48,5376.96,Solo,Turkish Airlines,Hostel,Autumn,Bicycle,Tourist Visa,1,Photography,236.1
TRIP-013394,Phuket,Thailand,Asia,7.8804,98.3923,THB,09-01-2022,23,3,3921.75,11765.25,Leisure,Qatar Airways,5-Star Hotel,Summer,Walking Tour,E-Visa,2.5,Wildlife Safari,835
TRIP-013395,Dakar,Senegal,Africa,14.7167,-17.4677,XOF,10-01-2022,16,10,8704.2,87042,Honeymoon,Air France,5-Star Hotel,Winter,Flight,Transit Visa,5,Diving,7526.4
TRIP-013396,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,26-08-2023,24,6,9053.54,54321.24,Family,Lufthansa,Guest House,Winter,Walking Tour,Business Visa,4,Wildlife Safari,359.2
TRIP-013397,Abu Dhabi,UAE,Middle East,24.4539,54.3773,AED,22-09-2018,25,7,8390.31,58732.17,Family,Lufthansa,4-Star Hotel,Winter,Train,On Arrival,1.5,Beach,6884.6
TRIP-013398,Krakow,Poland,Europe,50.0647,19.945,PLN,10-11-2020,1,5,2506.77,12533.85,Budget,ANA,Boutique Hotel,Autumn,Car Rental,E-Visa,2.5,Shopping,12276.5
TRIP-013399,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,16-06-2020,15,4,4246.62,16986.48,Business,Cathay Pacific,Guest House,Summer,Bicycle,E-Visa,4,Cultural,14778
TRIP-013400,Florence,Italy,Europe,43.7696,11.2558,EUR,18-01-2018,4,3,2949.68,8849.04,Adventure,Korean Air,Airbnb,Winter,Train,Transit Visa,3,Skiing,13876.2
TRIP-013401,Rome,Italy,Europe,41.9028,12.4964,EUR,09-04-2020,12,8,4149.72,33197.76,Adventure,Emirates,Guest House,Winter,Motorbike,On Arrival,3.5,Shopping,6730.7
TRIP-013402,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,13-11-2018,7,10,7444.24,74442.4,Business,Emirates,Camping,Autumn,Bicycle,E-Visa,4,Wildlife Safari,4905.1
TRIP-013403,Dubai,UAE,Middle East,25.2048,55.2708,AED,03-11-2023,2,7,4294.1,30058.7,Backpacking,ANA,Resort,Autumn,Flight,On Arrival,1.5,Wildlife Safari,2921.9
TRIP-013404,Doha,Qatar,Middle East,25.2854,51.531,QAR,24-08-2023,20,7,6680.21,46761.47,Backpacking,Air India,Hostel,Winter,Motorbike,E-Visa,5,Food Tour,7303.5
TRIP-013405,Kathmandu,Nepal,Asia,27.7172,85.324,NPR,05-02-2024,15,7,5767.84,40374.88,Leisure,Emirates,5-Star Hotel,Spring,Flight,Business Visa,3,Shopping,7557.9
TRIP-013406,Bogota,Colombia,South America,4.711,-74.0721,COP,31-12-2024,26,2,7513.94,15027.88,Honeymoon,Delta,3-Star Hotel,Summer,Train,Visa Free,4.5,Hiking,3149.3
TRIP-013407,Rome,Italy,Europe,41.9028,12.4964,EUR,20-06-2021,9,1,8303.42,8303.42,Honeymoon,ANA,Airbnb,Winter,Bus,Business Visa,2.5,Diving,9366
TRIP-013408,Venice,Italy,Europe,45.4408,12.3155,EUR,02-02-2019,19,9,2647.48,23827.32,Family,ANA,Hostel,Summer,Bicycle,E-Visa,1,Skiing,9921.5
TRIP-013409,Marrakech,Morocco,Africa,31.6295,-7.9811,MAD,11-04-2021,22,1,8919.08,8919.08,Budget,IndiGo,Boutique Hotel,Winter,Train,Transit Visa,3.5,Skiing,8399.1
TRIP-013410,Ulaanbaatar,Mongolia,Asia,47.8864,106.9057,MNT,28-07-2019,28,4,9554.84,38219.36,Group Tour,Emirates,Homestay,Spring,Bicycle,Business Visa,3.5,Skiing,3694.7
TRIP-013411,Reykjavik,Iceland,Europe,64.1265,-21.8174,ISK,28-03-2020,26,1,7399.01,7399.01,Honeymoon,British Airways,5-Star Hotel,Autumn,Car Rental,Business Visa,5,Hiking,8183.7
TRIP-013412,Dubrovnik,Croatia,Europe,42.6507,18.0944,EUR,18-07-2019,13,1,236.3,236.3,Group Tour,Korean Air,Boutique Hotel,Winter,Bicycle,Transit Visa,4.5,Skiing,7220
TRIP-013413,Casablanca,Morocco,Africa,33.5731,-7.5898,MAD,24-09-2021,20,8,7537.92,60303.36,Solo,Air France,Homestay,Spring,Motorbike,Visa Free,1,Skiing,2704
TRIP-013414,Budapest,Hungary,Europe,47.4979,19.0402,HUF,05-06-2020,13,1,6166.62,6166.62,Adventure,United,Resort,Spring,Train,Business Visa,3.5,Photography,261.7
TRIP-013415,Kuala Lumpur,Malaysia,Asia,3.139,101.6869,MYR,24-04-2021,3,7,502.22,3515.54,Group Tour,Lufthansa,Airbnb,Summer,Flight,Visa Free,3,Hiking,12605
TRIP-013416,Dar es Salaam,Tanzania,Africa,-6.7924,39.2083,TZS,04-03-2020,15,5,1520.78,7603.9,Family,ANA,Airbnb,Winter,Bicycle,Visa Free,3,Diving,2329
TRIP-013417,Maldives,Maldives,Asia,3.2028,73.2207,MVR,05-08-2021,15,2,5846.89,11693.78,Family,Korean Air,3-Star Hotel,Autumn,Motorbike,Transit Visa,2.5,Shopping,14955.9
TRIP-013418,Bangkok,Thailand,Asia,13.7563,100.5018,THB,10-11-2024,23,9,2163.11,19467.99,Backpacking,Air India,Resort,Spring,Car Rental,E-Visa,1.5,Cultural,11782
TRIP-013419,Nairobi,Kenya,Africa,-1.2921,36.8219,KES,16-10-2023,24,5,2040.82,10204.1,Leisure,United,Camping,Autumn,Cruise,On Arrival,2.5,Diving,10940.1
TRIP-013420,Jakarta,Indonesia,Asia,-6.2088,106.8456,IDR,10-03-2019,8,5,8688.88,43444.4,Luxury,Lufthansa,Hostel,Spring,Walking Tour,Visa Free,3,Food Tour,5736.5
TRIP-013421,Colombo,Sri Lanka,Asia,6.9271,79.8612,LKR,04-01-2022,29,2,9895.79,19791.58,Family,Korean Air,4-Star Hotel,Autumn,Walking Tour,Visa Free,2,Shopping,8395.4
TRIP-013422,Cusco,Peru,South America,-13.5319,-71.9675,PEN,21-07-2023,24,3,2440.12,7320.36,Business,IndiGo,5-Star Hotel,Winter,Cruise,On Arrival,2.5,Sightseeing,7498.3
TRIP-013423,Sydney,Australia,Oceania,-33.8688,151.2093,AUD,05-09-2023,16,3,9711.83,29135.49,Backpacking,Singapore Airlines,Guest House,Spring,Bus,E-Visa,5,Cultural,2850.8
TRIP-013424,Maldives,Maldives,Asia,3.2028,73.2207,MVR,07-06-2024,17,1,6278.43,6278.43,Budget,Air France,Airbnb,Spring,Train,E-Visa,2.5,Sightseeing,9630.9
